Participant,Phase,ShotNumber,SelectedTargetID,SelectedTargetPosition,CrosshairPosition,CrosshairRotation,LeftEyePosition,RightEyePosition,CombinedEyePosition,LeftEyeOpen,RightEyeOpen,XRPosition,XRRotation,Hit,Accuracy,DominantEyeForShot,LeftEyeDistanceFromRay,RightEyeDistanceFromRay,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
11,Cyclopean,8,Target 6,"(3.20, 2.50, 10.88)","(-0.69, 1.07, 1.82)","(351.38, 21.87, 2.61)","(-1.03, 1.07, 1.27)","(-0.98, 1.07, 1.24)","(-1.01, 1.07, 1.26)",False,True,"(-0.96, 1.07, 1.25)","(354.65, 31.63, 350.31)",False,1.122122,Cyclopean,0.1041865,0.04580766,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Cyclopean,9,Target 3,"(-7.80, 2.50, 8.88)","(-1.13, 1.08, 1.79)","(352.09, 315.39, 0.79)","(-0.72, 1.07, 1.27)","(-0.68, 1.07, 1.31)","(-0.70, 1.07, 1.29)",False,True,"(-0.71, 1.07, 1.30)","(359.04, 318.63, 1.22)",False,0.4227939,Cyclopean,0.05788879,0.01042184,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Cyclopean,10,Target 1,"(-9.80, 2.50, 2.14)","(-1.30, 1.07, 1.51)","(351.68, 274.42, 1.16)","(-0.64, 1.07, 1.40)","(-0.63, 1.07, 1.46)","(-0.64, 1.07, 1.43)",True,True,"(-0.66, 1.06, 1.43)","(1.03, 276.10, 2.15)",False,0.4252468,Cyclopean,0.06228783,0.01304597,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Cyclopean,11,Target 2,"(-9.80, 2.50, 5.88)","(-1.23, 1.07, 1.69)","(352.28, 295.68, 359.91)","(-0.66, 1.07, 1.34)","(-0.63, 1.07, 1.39)","(-0.65, 1.07, 1.36)",False,True,"(-0.66, 1.07, 1.38)","(356.18, 297.37, 0.54)",False,0.5906529,Cyclopean,0.07072956,0.01636804,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Cyclopean,12,Target 7,"(6.20, 2.50, 8.88)","(-0.55, 1.07, 1.71)","(352.96, 42.99, 1.17)","(-1.04, 1.07, 1.28)","(-1.01, 1.06, 1.23)","(-1.03, 1.07, 1.25)",False,True,"(-1.01, 1.06, 1.27)","(357.81, 50.27, 356.23)",False,0.5351555,Cyclopean,0.06583968,0.009929014,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Cyclopean,13,Target 3,"(-7.80, 2.50, 8.88)","(-1.12, 1.06, 1.75)","(351.78, 317.31, 0.89)","(-0.75, 1.06, 1.25)","(-0.70, 1.06, 1.28)","(-0.72, 1.06, 1.27)",False,True,"(-0.72, 1.06, 1.27)","(0.50, 318.95, 358.45)",False,0.6847442,Cyclopean,0.07328933,0.02094659,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Cyclopean,14,Target 4,"(-4.80, 2.50, 10.88)","(-1.01, 1.06, 1.81)","(350.99, 336.76, 1.21)","(-0.82, 1.06, 1.20)","(-0.76, 1.06, 1.22)","(-0.79, 1.06, 1.21)",False,True,"(-0.80, 1.05, 1.23)","(4.35, 338.49, 0.07)",False,0.5760252,Cyclopean,0.06650828,0.01648491,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Cyclopean,15,Target 3,"(-7.80, 2.50, 8.88)","(-1.10, 1.07, 1.77)","(353.59, 315.43, 1.77)","(-0.70, 1.05, 1.26)","(-0.66, 1.05, 1.30)","(-0.68, 1.05, 1.28)",True,True,"(-0.70, 1.04, 1.29)","(6.49, 316.25, 359.09)",False,0.5155063,Cyclopean,0.06413589,0.00498284,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Cyclopean,16,Target 9,"(8.20, 2.50, 2.14)","(-0.48, 1.12, 1.47)","(343.34, 82.24, 350.97)","(-1.12, 1.06, 1.53)","(-1.12, 1.06, 1.47)","(-1.12, 1.06, 1.50)",True,True,"(-1.09, 1.06, 1.51)","(356.04, 83.78, 4.59)",False,1.218382,Cyclopean,0.1176355,0.06469625,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Cyclopean,17,Target 8,"(8.20, 2.50, 5.88)","(-0.50, 1.11, 1.56)","(334.82, 72.87, 354.94)","(-1.07, 1.06, 1.37)","(-1.05, 1.06, 1.31)","(-1.06, 1.06, 1.34)",True,True,"(-1.04, 1.06, 1.35)","(2.26, 61.90, 5.46)",False,1.067826,Cyclopean,0.09403263,0.04436517,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Cyclopean,18,Target 2,"(-9.80, 2.50, 5.88)","(-1.17, 1.13, 1.70)","(338.47, 296.43, 355.46)","(-0.64, 1.07, 1.35)","(-0.61, 1.07, 1.39)","(-0.63, 1.07, 1.37)",True,True,"(-0.65, 1.07, 1.38)","(352.38, 304.08, 358.51)",False,1.110308,Cyclopean,0.09905674,0.05589556,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Cyclopean,19,Target 8,"(8.20, 2.50, 5.88)","(-0.75, 1.01, 1.47)","(353.01, 63.11, 1.68)","(-0.96, 1.03, 1.44)","(-0.95, 1.01, 1.38)","(-0.96, 1.02, 1.41)",False,True,"(-0.94, 1.01, 1.42)","(13.95, 69.30, 347.73)",False,1.664438,Cyclopean,0.06568198,0.01209366,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Cyclopean,20,Target 4,"(-4.80, 2.50, 10.88)","(-0.92, 1.02, 1.54)","(350.60, 337.78, 0.69)","(-0.89, 1.03, 1.34)","(-0.83, 1.02, 1.35)","(-0.86, 1.03, 1.35)",True,True,"(-0.87, 1.02, 1.37)","(12.16, 340.35, 349.78)",False,1.476698,Cyclopean,0.05903841,0.00653688,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,1,Target 4,"(-4.80, 2.50, 10.88)","(-0.99, 1.06, 1.75)","(351.93, 338.61, 2.02)","(-0.82, 1.05, 1.22)","(-0.77, 1.05, 1.23)","(-0.80, 1.05, 1.22)",True,True,"(-0.81, 1.05, 1.25)","(7.62, 339.00, 2.43)",True,0.1587274,Right,0.05294723,0.009006943,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,2,Target 5,"(-0.80, 2.50, 11.88)","(-0.84, 1.06, 1.78)","(354.26, 2.12, 1.27)","(-0.90, 1.05, 1.24)","(-0.84, 1.05, 1.23)","(-0.87, 1.05, 1.23)",True,True,"(-0.87, 1.04, 1.26)","(12.07, 2.25, 2.13)",True,0.1499132,Right,0.05467172,0.008180776,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,3,Target 2,"(-9.80, 2.50, 5.88)","(-1.06, 1.06, 1.53)","(354.50, 297.84, 359.51)","(-0.79, 1.06, 1.33)","(-0.76, 1.05, 1.38)","(-0.78, 1.05, 1.35)",False,True,"(-0.80, 1.05, 1.37)","(6.67, 300.74, 357.88)",True,0.1442873,Right,0.06038716,0.00507954,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,4,Target 1,"(-9.80, 2.50, 2.14)","(-1.08, 1.05, 1.42)","(353.70, 275.92, 0.77)","(-0.72, 1.08, 1.32)","(-0.76, 1.05, 1.39)","(-0.74, 1.06, 1.35)",True,True,"(-0.80, 1.04, 1.37)","(8.06, 282.72, 359.66)",True,0.126541,Right,0.07849198,0.004661495,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,5,Target 5,"(-0.80, 2.50, 11.88)","(-0.89, 1.05, 1.62)","(353.00, 0.26, 0.34)","(-0.94, 1.05, 1.33)","(-0.88, 1.05, 1.32)","(-0.91, 1.05, 1.32)",False,True,"(-0.92, 1.04, 1.35)","(8.79, 0.42, 359.32)",True,0.2020094,Right,0.05605688,0.006032556,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,6,Target 1,"(-9.80, 2.50, 2.14)","(-1.31, 1.08, 1.54)","(353.81, 274.72, 0.69)","(-0.72, 1.08, 1.44)","(-0.71, 1.07, 1.50)","(-0.72, 1.07, 1.47)",True,True,"(-0.74, 1.07, 1.47)","(2.30, 278.82, 359.68)",True,0.08708213,Right,0.05423675,0.006191698,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,7,Target 3,"(-7.80, 2.50, 8.88)","(-1.12, 1.08, 1.81)","(353.44, 316.29, 0.77)","(-0.76, 1.07, 1.34)","(-0.71, 1.07, 1.38)","(-0.73, 1.07, 1.36)",False,True,"(-0.75, 1.07, 1.37)","(1.67, 318.70, 358.96)",True,0.01485303,Right,0.05904355,0.0009100775,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,8,Target 7,"(6.20, 2.50, 8.88)","(-0.55, 1.08, 1.72)","(352.68, 42.00, 2.20)","(-0.99, 1.07, 1.34)","(-0.95, 1.07, 1.29)","(-0.97, 1.07, 1.31)",True,True,"(-0.95, 1.06, 1.33)","(4.45, 44.26, 2.68)",True,0.05000452,Right,0.06060036,0.001974494,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,9,Target 8,"(8.20, 2.50, 5.88)","(-0.46, 1.08, 1.57)","(352.76, 61.33, 1.89)","(-1.01, 1.07, 1.36)","(-0.99, 1.07, 1.30)","(-1.00, 1.07, 1.33)",True,True,"(-0.98, 1.06, 1.34)","(3.61, 64.06, 359.25)",True,0.05558127,Right,0.05835823,0.003388606,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,10,Target 2,"(-9.80, 2.50, 5.88)","(-1.25, 1.08, 1.67)","(353.89, 296.79, 1.10)","(-0.71, 1.07, 1.33)","(-0.68, 1.07, 1.38)","(-0.69, 1.07, 1.35)",False,True,"(-0.72, 1.07, 1.37)","(2.67, 296.19, 1.06)",True,0.08910967,Right,0.06195039,0.006042,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,11,Target 8,"(8.20, 2.50, 5.88)","(-0.47, 1.08, 1.59)","(353.92, 64.23, 0.42)","(-1.05, 1.07, 1.37)","(-1.03, 1.06, 1.32)","(-1.04, 1.07, 1.34)",True,True,"(-1.02, 1.06, 1.36)","(2.94, 61.95, 1.36)",True,0.05705758,Right,0.05824731,0.00290933,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,12,Target 9,"(8.20, 2.50, 2.14)","(-0.45, 1.08, 1.43)","(351.67, 86.07, 359.79)","(-1.07, 1.07, 1.43)","(-1.07, 1.07, 1.37)","(-1.07, 1.07, 1.40)",False,True,"(-1.04, 1.06, 1.41)","(0.71, 83.07, 0.41)",True,0.04203251,Right,0.05838349,0.001844285,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,13,Target 5,"(-0.80, 2.50, 11.88)","(-0.83, 1.08, 1.84)","(352.91, 359.48, 1.02)","(-0.89, 1.07, 1.23)","(-0.83, 1.07, 1.23)","(-0.86, 1.07, 1.23)",False,True,"(-0.86, 1.07, 1.26)","(359.32, 0.46, 359.28)",True,0.03720195,Right,0.05775713,0.002286606,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,14,Target 1,"(-9.80, 2.50, 2.14)","(-1.27, 1.09, 1.53)","(353.72, 274.16, 359.51)","(-0.65, 1.07, 1.42)","(-0.64, 1.07, 1.48)","(-0.64, 1.07, 1.45)",False,True,"(-0.67, 1.07, 1.45)","(356.46, 275.07, 1.99)",True,0.03672649,Right,0.0613244,0.002765215,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,15,Target 4,"(-4.80, 2.50, 10.88)","(-1.02, 1.09, 1.81)","(354.87, 336.83, 359.41)","(-0.82, 1.07, 1.20)","(-0.77, 1.06, 1.22)","(-0.80, 1.07, 1.21)",False,True,"(-0.81, 1.07, 1.23)","(355.16, 336.56, 2.02)",True,0.08359918,Right,0.05807075,0.005484173,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,16,Target 5,"(-0.80, 2.50, 11.88)","(-0.82, 1.08, 1.83)","(354.19, 0.61, 359.07)","(-0.89, 1.06, 1.20)","(-0.83, 1.06, 1.20)","(-0.86, 1.06, 1.20)",True,True,"(-0.85, 1.06, 1.21)","(355.04, 358.97, 0.41)",True,0.2191952,Right,0.07347573,0.01402855,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,17,Target 6,"(3.20, 2.50, 10.88)","(-0.68, 1.07, 1.78)","(354.60, 21.27, 0.64)","(-0.98, 1.06, 1.22)","(-0.93, 1.06, 1.20)","(-0.96, 1.06, 1.21)",True,True,"(-0.95, 1.06, 1.23)","(358.55, 21.11, 359.14)",True,0.05048551,Right,0.05761897,0.002514096,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,18,Target 7,"(6.20, 2.50, 8.88)","(-0.57, 1.07, 1.68)","(354.49, 40.65, 1.40)","(-1.05, 1.06, 1.26)","(-1.00, 1.05, 1.22)","(-1.02, 1.06, 1.24)",False,True,"(-1.00, 1.06, 1.26)","(359.07, 43.48, 356.39)",True,0.06001228,Right,0.05896933,0.003885255,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,19,Target 1,"(-9.80, 2.50, 2.14)","(-1.24, 1.08, 1.53)","(352.35, 272.94, 1.01)","(-0.64, 1.07, 1.41)","(-0.63, 1.07, 1.47)","(-0.63, 1.07, 1.44)",False,True,"(-0.63, 1.06, 1.45)","(354.12, 274.86, 0.54)",True,0.1794313,Right,0.07274954,0.01303929,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
11,Dominant,20,Target 3,"(-7.80, 2.50, 8.88)","(-1.09, 1.08, 1.74)","(351.43, 315.90, 0.04)","(-0.71, 1.07, 1.23)","(-0.67, 1.06, 1.27)","(-0.69, 1.06, 1.25)",True,True,"(-0.70, 1.06, 1.28)","(355.30, 316.39, 0.44)",True,0.2013371,Right,0.07311329,0.01320108,11,22,Male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,"yes seemed to change a lot, was easy then easy then it was difficult for some reason",nope,aim slighly down and close one eye
12,Calibration,1,Target 5,"(-0.80, 2.50, 11.88)","(-0.65, 0.98, 1.78)","(354.49, 358.73, 1.19)","(-0.63, 0.96, 1.20)","(-0.56, 0.96, 1.20)","(-0.60, 0.96, 1.20)",True,True,"(-0.60, 0.96, 1.22)","(355.25, 358.47, 3.16)",False,0.03561603,Left,0.002087537,0.07190561,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
12,Calibration,2,Target 9,"(8.20, 2.50, 2.14)","(0.23, 0.99, 1.34)","(352.44, 84.80, 1.77)","(-0.56, 0.95, 1.25)","(-0.53, 0.95, 1.19)","(-0.55, 0.95, 1.22)",True,True,"(-0.53, 0.95, 1.24)","(356.37, 62.64, 358.63)",True,0.07798671,Left,0.007878863,0.07289816,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
12,Calibration,3,Target 4,"(-4.80, 2.50, 10.88)","(-0.90, 0.99, 1.74)","(352.45, 334.24, 4.49)","(-0.66, 0.97, 1.18)","(-0.60, 0.96, 1.21)","(-0.63, 0.97, 1.19)",True,True,"(-0.63, 0.97, 1.22)","(348.89, 344.86, 359.26)",True,0.04919779,Left,0.003054867,0.07121971,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
12,Calibration,4,Target 3,"(-7.80, 2.50, 8.88)","(-1.06, 0.99, 1.60)","(350.21, 315.34, 3.37)","(-0.70, 0.97, 1.19)","(-0.64, 0.96, 1.22)","(-0.67, 0.96, 1.20)",True,True,"(-0.68, 0.97, 1.23)","(357.80, 330.68, 1.02)",True,0.2359491,Left,0.01323363,0.06074033,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
12,Calibration,5,Target 1,"(-9.80, 2.50, 2.14)","(-1.11, 0.98, 1.38)","(349.87, 276.64, 359.83)","(-0.68, 0.97, 1.27)","(-0.65, 0.96, 1.34)","(-0.66, 0.97, 1.31)",True,True,"(-0.68, 0.97, 1.32)","(3.30, 295.97, 357.69)",True,0.05326718,Right,0.06516001,0.002842572,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
12,Calibration,6,Target 3,"(-7.80, 2.50, 8.88)","(-1.00, 1.00, 1.68)","(350.78, 315.86, 2.52)","(-0.62, 0.98, 1.27)","(-0.56, 0.97, 1.31)","(-0.59, 0.98, 1.29)",True,True,"(-0.60, 0.98, 1.31)","(352.64, 323.39, 356.05)",True,0.1622815,Left,0.009246017,0.06135227,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
12,Calibration,7,Target 1,"(-9.80, 2.50, 2.14)","(-1.07, 0.98, 1.33)","(349.81, 273.64, 1.84)","(-0.64, 0.97, 1.24)","(-0.61, 0.96, 1.30)","(-0.62, 0.96, 1.27)",True,True,"(-0.64, 0.97, 1.28)","(2.69, 296.01, 359.77)",True,0.1742694,Right,0.05825705,0.009239267,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
12,Calibration,8,Target 2,"(-9.80, 2.50, 5.88)","(-1.08, 0.98, 1.50)","(352.31, 295.78, 1.81)","(-0.62, 0.97, 1.25)","(-0.58, 0.96, 1.31)","(-0.60, 0.96, 1.28)",True,True,"(-0.61, 0.97, 1.30)","(2.40, 308.03, 356.06)",True,0.2164941,Left,0.01164028,0.05989101,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
12,Calibration,9,Target 1,"(-9.80, 2.50, 2.14)","(-1.06, 0.97, 1.34)","(352.97, 275.14, 1.03)","(-0.62, 0.97, 1.23)","(-0.59, 0.96, 1.29)","(-0.61, 0.96, 1.26)",True,True,"(-0.63, 0.97, 1.28)","(2.39, 298.16, 354.90)",True,0.08989318,Right,0.07085554,0.004837821,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
12,Calibration,10,Target 3,"(-7.80, 2.50, 8.88)","(-0.98, 0.99, 1.67)","(351.38, 315.92, 1.52)","(-0.60, 0.97, 1.25)","(-0.55, 0.96, 1.30)","(-0.58, 0.97, 1.28)",True,True,"(-0.59, 0.97, 1.30)","(1.30, 319.42, 0.24)",True,0.241244,Left,0.01379687,0.05689697,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
12,Calibration,11,Target 2,"(-9.80, 2.50, 5.88)","(-1.07, 1.00, 1.52)","(353.51, 297.41, 0.71)","(-0.62, 0.97, 1.22)","(-0.58, 0.97, 1.27)","(-0.60, 0.97, 1.24)",True,True,"(-0.62, 0.98, 1.26)","(358.87, 312.08, 2.41)",True,0.09059585,Right,0.07059228,0.005141973,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
12,Calibration,12,Target 4,"(-4.80, 2.50, 10.88)","(-0.85, 1.00, 1.82)","(351.38, 335.45, 1.57)","(-0.61, 0.98, 1.24)","(-0.54, 0.97, 1.28)","(-0.57, 0.97, 1.26)",True,True,"(-0.58, 0.98, 1.28)","(354.84, 336.08, 358.97)",True,0.080607,Left,0.005022497,0.06613079,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
12,Calibration,13,Target 3,"(-7.80, 2.50, 8.88)","(-1.00, 0.99, 1.65)","(353.71, 315.34, 2.05)","(-0.61, 0.97, 1.23)","(-0.56, 0.97, 1.27)","(-0.59, 0.97, 1.25)",True,True,"(-0.59, 0.97, 1.27)","(357.14, 330.62, 358.62)",True,0.178212,Left,0.01023343,0.05890176,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
12,Calibration,14,Target 5,"(-0.80, 2.50, 11.88)","(-0.63, 0.99, 1.88)","(350.86, 356.43, 0.57)","(-0.63, 0.97, 1.24)","(-0.56, 0.97, 1.25)","(-0.59, 0.97, 1.25)",True,True,"(-0.59, 0.97, 1.27)","(354.83, 354.76, 2.80)",True,0.1755963,Left,0.0113562,0.05927563,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
12,Calibration,15,Target 4,"(-4.80, 2.50, 10.88)","(-0.86, 0.99, 1.77)","(352.55, 334.61, 2.58)","(-0.63, 0.97, 1.23)","(-0.56, 0.96, 1.25)","(-0.60, 0.97, 1.24)",True,True,"(-0.60, 0.97, 1.26)","(355.66, 346.76, 359.58)",True,0.1688987,Left,0.009792579,0.0602916,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
12,Calibration,16,Target 2,"(-9.80, 2.50, 5.88)","(-1.02, 0.98, 1.48)","(351.06, 295.64, 1.73)","(-0.62, 0.97, 1.20)","(-0.58, 0.97, 1.25)","(-0.60, 0.97, 1.22)",True,True,"(-0.61, 0.97, 1.24)","(354.22, 311.99, 2.53)",True,0.1356636,Right,0.07321563,0.006898526,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
12,Calibration,17,Target 8,"(8.20, 2.50, 5.88)","(0.13, 1.02, 1.61)","(354.60, 63.13, 0.86)","(-0.54, 0.97, 1.24)","(-0.49, 0.96, 1.19)","(-0.52, 0.96, 1.22)",True,True,"(-0.50, 0.97, 1.23)","(349.37, 47.21, 357.17)",True,0.2937667,Left,0.02508534,0.07969107,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
12,Calibration,18,Target 9,"(8.20, 2.50, 2.14)","(0.29, 1.00, 1.31)","(355.95, 86.95, 0.92)","(-0.51, 0.96, 1.24)","(-0.47, 0.95, 1.19)","(-0.49, 0.95, 1.21)",True,True,"(-0.47, 0.96, 1.23)","(356.27, 54.64, 355.05)",True,0.1797563,Left,0.01859372,0.05321328,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
12,Calibration,19,Target 1,"(-9.80, 2.50, 2.14)","(-1.07, 0.96, 1.34)","(353.28, 274.26, 2.78)","(-0.61, 0.96, 1.22)","(-0.58, 0.94, 1.28)","(-0.59, 0.95, 1.25)",True,True,"(-0.61, 0.95, 1.27)","(7.58, 302.29, 352.20)",True,0.2697318,Right,0.07801327,0.01535144,12,21,Male,I have used a VR device at least once previously,No visual impairment,Daily,Right,Aiming was very difficult during the second round (dominant eye) and felt rigged,No,Shooting with both hands
